0.67	0.00	4.29
0.65	0.29	4.31
0.62	4.59	4.49
0.34	10.37	4.30
0.65	5.62	4.68
0.67	11.51	4.53
0.78	22.52	4.25
0.74	27.97	4.00
1.09	20.44	4.36
1.32	7.68	4.29
1.02	0.40	4.13
0.98	7.42	4.65
0.98	16.57	4.37
0.78	24.42	4.08
1.66	34.76	3.15
4.05	29.43	3.22
4.44	34.51	3.26
5.09	13.57	3.53
3.73	30.44	3.24
4.97	73.00	3.51
12.04	58.13	2.86
11.11	47.51	3.23
15.62	55.32	3.44
10.61	54.42	3.63
28.70	54.89	3.55
10.70	29.12	3.43
8.59	23.54	3.76
7.48	24.08	3.71
8.42	53.81	3.75
24.11	15.90	3.63
7.72	7.60	3.95
5.77	21.87	4.23
5.86	50.82	3.79
20.84	51.80	3.11
21.42	49.90	3.19
29.30	65.26	3.46
18.77	18.47	3.85
7.51	2.46	3.76
7.81	11.53	4.00
5.00	11.84	4.00
5.39	6.09	4.03
3.78	7.17	3.83
4.82	6.02	3.90
3.74	3.48	4.13
4.23	11.08	3.62
4.25	35.20	3.54
16.39	47.14	3.22
6.70	31.69	3.49
17.98	90.20	3.06
30.97	106.56	2.30
31.26	55.19	3.00
29.55	67.70	2.90
36.17	78.40	3.04
38.17	84.65	3.11
45.26	87.53	2.88
48.49	50.98	3.16
40.60	21.82	3.78
28.10	16.58	3.72
22.37	16.04	3.44
14.26	37.28	3.90
21.49	14.16	2.90
12.31	5.64	3.97
6.00	2.38	3.84
5.22	2.57	3.81
5.26	5.20	3.79
4.69	10.06	3.52
5.77	18.91	3.72
5.23	13.65	3.67
5.52	12.98	4.00
5.85	16.02	3.92
4.94	7.57	3.65
4.80	17.64	3.85
4.49	16.26	3.86
11.40	5.58	4.11
5.33	2.47	3.75
5.09	2.41	3.97
4.61	2.21	4.02
5.18	5.22	4.09
4.58	0.90	4.04
4.17	13.85	3.86
4.52	13.64	3.74
4.25	2.35	4.06
5.84	11.21	3.82
18.24	41.27	3.48
16.48	32.35	3.58
18.68	29.95	3.61
5.96	7.34	3.55
5.42	10.44	3.71
7.05	3.58	3.84
6.05	2.78	4.02
6.04	27.54	3.49
5.28	26.80	3.05
16.26	73.60	3.23
23.91	76.39	3.42
23.36	53.60	3.52
21.60	12.47	3.81
7.48	14.54	3.87
7.53	4.18	3.99
6.82	5.17	3.86
7.24	7.00	3.85
7.70	11.41	3.85
5.68	10.97	3.76
7.15	5.64	3.77
5.23	6.70	3.90
4.85	0.82	4.04
5.11	3.20	4.37
5.65	0.13	4.18
5.32	0.00	4.29
4.35	0.26	4.15
4.50	3.73	4.13
4.48	15.91	4.13
7.68	7.12	4.17
7.25	16.13	4.08
5.10	11.70	4.20
5.43	2.31	3.85
4.25	4.51	4.20
5.11	11.36	4.18
5.26	16.75	4.31
5.05	16.91	4.44
5.34	11.36	4.44
5.24	5.83	4.38
4.86	10.57	4.16
4.24	34.78	3.69
3.91	2.34	3.72
3.48	0.92	4.01
3.52	8.53	4.17
3.37	4.74	3.61
4.27	17.35	4.09
6.41	18.89	3.77
9.34	25.68	3.91
5.28	12.16	3.98
5.49	3.77	3.90
4.20	10.51	3.85
4.25	20.33	3.81
4.97	18.93	3.97
4.71	16.73	4.10
4.53	18.90	3.78
15.65	44.84	3.93
5.91	17.02	3.68
6.26	6.59	3.39
5.77	17.45	3.72
4.56	6.10	3.72
4.20	1.07	3.69
4.23	13.41	3.45
5.06	20.06	3.33
5.16	31.45	3.16
5.52	9.05	3.30
4.56	8.10	3.39
4.87	17.35	3.81
4.48	0.00	4.07
4.00	0.00	4.08
3.97	0.00	3.78
3.69	3.27	3.45
4.09	25.31	3.68
3.85	0.00	3.54
4.21	8.64	3.77
4.06	2.56	3.60
3.86	3.24	3.38
3.97	19.74	2.74
4.05	19.10	3.26
5.07	61.04	3.30
4.89	5.77	3.77
4.04	4.80	3.75
3.59	5.68	3.60
3.68	22.07	2.95
4.78	11.12	2.47
3.96	20.04	3.21
4.29	18.91	3.31
3.57	13.46	3.60
3.72	0.00	3.83
3.59	5.56	3.61
3.45	5.46	3.73
3.67	21.05	3.69
15.67	51.40	2.71
7.38	28.85	3.42
4.71	4.41	3.67
5.30	12.07	3.39
7.14	18.95	2.85
4.56	18.34	2.92
4.08	8.74	2.81
4.27	1.44	3.39
3.91	0.00	3.95
3.77	0.00	3.62
3.61	0.00	3.77
3.44	0.00	3.51
3.20	0.00	3.58
3.10	0.00	3.65
3.00	0.00	3.66
2.84	0.00	3.64
2.68	0.00	3.88
2.65	0.00	4.04
2.64	0.00	3.80
2.59	0.00	3.74
2.51	0.00	3.92
2.47	0.00	4.00
2.14	0.00	3.92
1.92	0.00	3.95
1.92	0.00	4.00
1.85	0.00	3.82
1.53	0.00	3.94
1.83	0.00	3.93
1.79	0.00	3.88
1.79	0.00	3.91
1.77	0.00	3.83
1.43	0.00	3.60
1.09	0.00	4.07
1.27	0.00	4.11
1.27	0.00	4.11
1.27	0.00	3.95
0.93	0.00	4.09
1.09	0.00	4.18
0.57	0.00	4.21
0.55	0.00	4.06
0.54	0.00	4.08
0.54	0.00	3.95
0.53	0.00	4.15
0.53	0.00	3.98
0.54	0.00	3.77
0.55	0.00	3.95
0.54	0.00	3.89
0.48	0.00	3.79
0.49	0.00	3.99
0.48	0.00	4.07
0.43	0.00	4.06
0.84	0.00	4.18
0.84	0.00	4.19
0.82	0.00	3.97
0.75	0.00	4.22
0.82	0.00	4.28
0.82	0.00	4.29
0.79	0.00	4.34
0.82	0.00	4.43
0.68	0.00	4.50
0.77	0.00	4.28
0.79	0.00	4.23
0.75	0.00	3.91
0.67	0.00	3.82
0.71	0.00	3.81
0.67	0.00	3.63
0.96	0.00	3.91
0.86	0.00	4.13
0.84	0.00	4.22
0.55	0.00	4.18
0.58	0.00	4.18
0.57	0.00	4.48
0.56	0.00	4.22
0.58	0.00	4.19
0.54	0.00	4.42
0.53	0.00	4.22
0.62	0.00	4.24
0.59	0.00	4.36
0.56	0.00	4.54
0.36	0.00	4.47
0.51	0.00	4.36
0.47	0.00	4.44
0.48	0.00	4.42
0.42	0.00	4.54
0.39	0.00	4.61
0.39	0.00	4.74
0.37	0.00	4.77
0.39	0.00	4.76
0.38	0.00	4.62
0.38	0.00	4.58
0.37	0.00	4.71
0.37	0.00	4.87
0.37	0.11	4.50
0.38	2.33	4.33
0.91	0.32	4.00
0.77	0.00	4.33
0.36	0.00	4.75
0.33	0.00	4.81
0.30	0.00	4.86
0.30	0.00	4.78
0.29	0.00	4.73
0.29	0.00	4.83
0.30	0.00	4.69
0.29	0.00	4.67
0.30	0.00	4.80
0.27	0.00	4.82
0.30	0.00	4.64
0.29	0.00	4.78
0.29	0.00	4.89
0.29	0.00	4.82
